9PM	7-1-5	1/16/2019	493
9PM	4-8-0	1/17/2019	656
9PM	5-0-7	1/18/2019	410
9PM	1-4-4	1/19/2019	526
9PM	8-0-3	1/21/2019	426
9PM	8-5-6	1/20/2019	448
9PM	6-1-4	1/22/2019	501
9PM	1-5-0	1/23/2019	1195
9PM	1-7-3	1/24/2019	449
9PM	9-0-2	1/25/2019	326
9PM	2-2-5	1/26/2019	802
9PM	2-8-7	1/27/2019	267
9PM	0-0-0	1/28/2019	483
9PM	5-8-7	1/29/2019	325
9PM	4-8-0	1/31/2019	327
9PM	5-2-2	1/30/2019	522
9PM	4-5-6	2/1/2019	232
9PM	0-3-7	2/2/2019	280
9PM	7-7-2	2/3/2019	289
9PM	3-0-2	2/4/2019	444
9PM	7-3-8	2/5/2019	397
9PM	6-9-5	2/6/2019	208
9PM	0-9-6	2/7/2019	165
9PM	1-2-1	2/8/2019	1021
9PM	4-0-5	2/9/2019	298
9PM	7-7-0	2/10/2019	255
9PM	4-0-5	2/11/2019	175
9PM	4-8-0	2/12/2019	291
9PM	1-4-5	2/13/2019	516
9PM	4-4-3	2/14/2019	421
9PM	8-9-7	2/15/2019	254
9PM	7-5-1	2/16/2019	383
9PM	5-5-5	2/17/2019	870
9PM	5-6-8	2/18/2019	433
9PM	3-2-7	2/19/2019	562
9PM	6-8-5	2/20/2019	202
9PM	7-9-5	2/21/2019	272
9PM	7-0-5	2/22/2019	467
9PM	5-5-1	2/23/2019	445
9PM	1-8-6	2/24/2019	310
9PM	1-8-1	2/25/2019	679
9PM	0-8-7	2/26/2019	140
9PM	8-9-5	2/27/2019	192
9PM	6-7-7	2/28/2019	284
9PM	6-7-0	3/1/2019	254
9PM	3-6-9	3/2/2019	787
9PM	9-4-1	3/3/2019	353
9PM	5-2-9	3/4/2019	573
9PM	5-6-9	3/5/2019	372
9PM	0-0-5	3/6/2019	335
9PM	5-0-7	3/7/2019	444
9PM	7-8-0	3/8/2019	239
9PM	0-5-7	3/9/2019	235
9PM	5-6-2	3/10/2019	565
9PM	2-7-0	3/11/2019	465
9PM	9-2-6	3/12/2019	445
9PM	9-2-8	3/13/2019	381
9PM	9-6-1	3/14/2019	294
9PM	3-8-9	3/15/2019	346
9PM	6-0-0	3/16/2019	495
9PM	2-1-5	3/17/2019	593
9PM	4-2-5	3/18/2019	536
9PM	5-8-3	3/19/2019	330
9PM	5-3-8	3/20/2019	299
9PM	9-6-0	3/21/2019	362
9PM	7-6-4	3/22/2019	219
9PM	7-3-3	3/23/2019	215
9PM	2-3-6	3/24/2019	399
9PM	6-1-7	3/25/2019	350
9PM	6-2-9	3/26/2019	430
9PM	8-9-1	3/27/2019	332
9PM	3-1-5	3/28/2019	643
9PM	8-4-6	3/29/2019	339
9PM	4-3-6	3/30/2019	447
9PM	0-7-1	3/31/2019	149
9PM	6-6-3	4/1/2019	415
9PM	7-4-4	4/2/2019	576
9PM	8-0-1	4/3/2019	570
9PM	5-6-0	4/4/2019	283
9PM	7-0-2	4/5/2019	181
9PM	4-2-4	4/6/2019	479
9PM	6-5-6	4/7/2019	182
9PM	0-2-0	4/8/2019	244
9PM	9-4-3	4/9/2019	174
9PM	0-1-9	4/10/2019	512
9PM	7-0-4	4/11/2019	423
9PM	8-4-7	4/12/2019	317
9PM	5-8-5	4/13/2019	402
9PM	4-4-8	4/14/2019	346
9PM	2-4-0	4/15/2019	460
9PM	7-3-9	4/16/2019	288
9PM	5-7-1	4/17/2019	408
9PM	4-8-7	4/22/2019	544
9PM	9-6-2	4/23/2019	134
9PM	3-8-3	4/24/2019	231
9PM	8-9-0	4/25/2019	118
9PM	9-5-9	4/26/2019	123
9PM	5-8-0	4/27/2019	440
9PM	4-0-6	4/28/2019	181
9PM	0-8-3	4/29/2019	186
9PM	5-9-7	4/30/2019	337
9PM	0-6-5	5/1/2019	166
9PM	6-5-7	5/2/2019	373
9PM	2-1-4	5/3/2019	331
9PM	5-7-4	5/4/2019	557
9PM	1-8-4	5/5/2019	197
9PM	7-9-6	5/6/2019	196
9PM	7-0-5	5/7/2019	318
9PM	4-2-8	5/8/2019	417
9PM	8-8-5	5/9/2019	273
9PM	3-3-5	5/10/2019	264
9PM	4-9-3	5/11/2019	149
9PM	3-1-9	5/12/2019	467
9PM	7-7-4	5/13/2019	267
9PM	5-5-3	5/14/2019	464
9PM	8-3-7	5/15/2019	154
9PM	4-8-3	5/16/2019	319
9PM	6-6-1	5/17/2019	329
9PM	9-1-8	5/18/2019	563
9PM	2-8-8	5/19/2019	287
9PM	1-1-5	5/20/2019	515
9PM	0-1-7	5/21/2019	256
9PM	1-8-4	5/22/2019	146
9PM	5-4-5	5/23/2019	368
9PM	2-3-3	5/24/2019	276
9PM	9-3-5	5/25/2019	335
9PM	9-1-3	5/26/2019	303
9PM	5-5-7	5/27/2019	210
9PM	0-6-7	5/28/2019	117
9PM	8-8-7	5/29/2019	160
9PM	1-5-5	5/30/2019	333
9PM	4-2-6	5/31/2019	879
9PM	6-3-9	6/1/2019	312
9PM	1-9-7	6/2/2019	595
9PM	8-8-6	6/3/2019	136
9PM	1-5-5	6/4/2019	246
9PM	2-6-2	6/5/2019	338
9PM	1-6-0	6/6/2019	338
9PM	9-8-0	6/7/2019	261
9PM	0-5-5	6/8/2019	215
9PM	6-3-4	6/9/2019	287
9PM	0-2-8	6/10/2019	165
9PM	0-5-4	6/11/2019	145
9PM	0-6-1	6/12/2019	136
9PM	0-5-1	6/13/2019	610
9PM	4-8-2	6/14/2019	260
9PM	0-7-1	6/15/2019	175
9PM	5-4-2	6/16/2019	254
9PM	3-3-8	6/17/2019	128
9PM	8-7-5	6/18/2019	310
9PM	9-1-1	6/19/2019	399
9PM	1-0-4	6/20/2019	403
9PM	6-9-1	6/21/2019	182
9PM	2-4-1	6/22/2019	337
9PM	7-3-4	6/23/2019	226
9PM	7-2-0	6/24/2019	654
9PM	6-9-5	6/25/2019	267
9PM	1-7-0	6/26/2019	447
9PM	7-5-5	6/27/2019	302
9PM	5-1-8	6/28/2019	363
9PM	4-8-2	6/29/2019	263
9PM	8-3-5	6/30/2019	325
9PM	3-1-0	7/1/2019	613
9PM	5-6-3	7/2/2019	224
9PM	1-7-4	7/3/2019	319
9PM	9-3-1	7/4/2019	257
9PM	6-7-8	7/5/2019	155
9PM	2-1-7	7/6/2019	682
9PM	0-0-7	7/7/2019	232
9PM	1-0-9	7/8/2019	559
9PM	6-6-0	7/9/2019	193
9PM	9-5-1	7/10/2019	145
9PM	0-0-5	7/11/2019	253
9PM	7-1-6	7/12/2019	730
9PM	1-6-5	7/13/2019	425
9PM	3-9-0	7/14/2019	161
9PM	8-2-0	7/15/2019	300
9PM	6-0-7	7/16/2019	209
9PM	6-2-5	7/17/2019	505
9PM	6-9-1	7/18/2019	167
9PM	2-7-9	7/19/2019	409
9PM	6-4-6	7/20/2019	233
9PM	5-7-5	7/21/2019	208
9PM	1-4-8	7/22/2019	362
9PM	5-3-4	7/23/2019	309
9PM	0-8-9	7/24/2019	187
9PM	8-6-4	7/25/2019	428
9PM	9-3-5	7/26/2019	454
9PM	9-0-7	7/27/2019	0
9PM	7-8-3	7/28/2019	0
9PM	9-4-9	7/29/2019	0
9PM	7-1-8	7/30/2019	0
9PM	0-3-1	7/31/2019	257
9PM	1-7-0	8/1/2019	836
9PM	2-6-1	8/2/2019	672
9PM	1-7-5	8/3/2019	1118
9PM	6-3-6	8/4/2019	491
9PM	2-4-9	8/5/2019	1008
9PM	8-6-5	8/6/2019	1291
9PM	8-7-6	8/7/2019	948
9PM	5-0-2	8/8/2019	1259
9PM	4-6-8	8/9/2019	732
9PM	5-5-4	8/10/2019	699
9PM	8-4-0	8/11/2019	1043
9PM	2-2-2	8/12/2019	1171
9PM	7-3-5	8/13/2019	1273
9PM	5-5-0	8/14/2019	1248
9PM	0-4-7	8/15/2019	993
9PM	4-1-5	8/16/2019	1281
9PM	3-2-3	8/17/2019	1030
9PM	4-6-6	8/18/2019	438
9PM	2-1-6	8/19/2019	1213
9PM	3-7-0	8/20/2019	841
9PM	1-6-4	8/21/2019	1062
9PM	7-8-6	8/22/2019	619
9PM	8-8-3	8/23/2019	546
9PM	7-1-0	8/24/2019	1056
9PM	9-5-2	8/25/2019	700
9PM	1-1-0	8/26/2019	1179
9PM	6-4-5	8/27/2019	481
9PM	2-9-2	8/28/2019	633
9PM	8-4-6	8/29/2019	856
9PM	2-9-7	8/30/2019	780
9PM	5-2-2	8/31/2019	989
9PM	6-3-6	9/1/2019	311
9PM	5-9-1	9/2/2019	606
9PM	9-8-4	9/3/2019	522
9PM	5-1-2	9/4/2019	965
9PM	8-7-8	9/5/2019	319
9PM	4-1-1	9/6/2019	1011
9PM	7-3-9	9/7/2019	920
9PM	1-8-1	9/8/2019	680
9PM	5-7-8	9/9/2019	656
9PM	8-3-5	9/10/2019	770
9PM	4-3-7	9/11/2019	716
9PM	6-0-7	9/12/2019	522
9PM	7-9-7	9/13/2019	635
9PM	5-3-1	9/14/2019	612
9PM	5-3-1	9/14/2019	612
9PM	4-7-9	9/15/2019	692
9PM	4-8-6	9/16/2019	607
9PM	1-7-5	9/17/2019	819
9PM	3-3-8	9/18/2019	335
9PM	4-2-0	9/19/2019	973
9PM	8-4-0	9/20/2019	456
9PM	0-6-6	9/21/2019	266
9PM	2-1-6	9/22/2019	675
9PM	7-3-3	9/23/2019	719
9PM	7-2-9	9/24/2019	965
9PM	4-1-2	9/25/2019	722
9PM	6-8-1	9/26/2019	432
9PM	1-4-6	9/27/2019	764
9PM	2-3-2	9/28/2019	544
9PM	7-7-3	9/29/2019	292
9PM	9-0-4	9/30/2019	543
9PM	7-3-2	10/1/2019	576
9PM	0-2-4	10/2/2019	277
9PM	6-6-4	10/3/2019	257
9PM	1-4-4	10/4/2019	580
9PM	5-9-9	10/5/2019	402
9PM	5-6-2	10/6/2019	338
9PM	2-2-5	10/7/2019	753
9PM	5-5-9	10/8/2019	375
9PM	9-1-7	10/10/2019	850
9PM	3-9-2	10/9/2019	309
9PM	5-8-6	10/11/2019	281
9PM	3-2-7	10/12/2019	696
9PM	2-7-5	10/13/2019	619
9PM	1-1-1	10/14/2019	1088
9PM	5-9-5	10/15/2019	178
9PM	7-5-6	10/16/2019	660
9PM	6-8-1	10/17/2019	232
9PM	6-6-2	10/18/2019	374
9PM	6-6-7	10/19/2019	447
9PM	2-5-4	10/20/2019	474
9PM	0-2-7	10/21/2019	467
9PM	2-0-8	10/22/2019	894
9PM	3-9-6	10/23/2019	628
9PM	1-8-2	10/24/2019	530
9PM	8-4-3	10/25/2019	264
9PM	8-4-3	10/25/2019	264
9PM	9-4-2	10/26/2019	410
9PM	0-1-1	10/27/2019	517
9PM	7-5-4	10/28/2019	359
9PM	1-1-4	10/29/2019	888
9PM	4-6-4	10/30/2019	778
9PM	4-4-0	10/31/2019	590
9PM	3-7-4	11/1/2019	376
9PM	5-7-6	11/2/2019	214
9PM	3-3-7	11/3/2019	355
9PM	3-1-7	11/4/2019	1178
9PM	2-1-1	11/5/2019	1163
9PM	9-9-9	11/6/2019	1088
9PM	1-4-1	11/7/2019	478
9PM	9-9-1	11/8/2019	442
9PM	6-6-0	11/9/2019	296
9PM	2-4-8	11/10/2019	434
9PM	0-4-4	11/11/2019	188
9PM	9-3-1	11/12/2019	330
9PM	9-7-3	11/13/2019	342
9PM	9-7-7	11/14/2019	340
9PM	4-3-4	11/15/2019	306
9PM	2-4-4	11/16/2019	319
9PM	7-7-7	11/17/2019	1088
9PM	6-0-8	11/18/2019	456
9PM	8-7-9	11/19/2019	351
9PM	4-3-8	11/20/2019	270
9PM	2-1-1	11/21/2019	926
9PM	3-3-7	11/22/2019	290
9PM	2-4-7	11/23/2019	533
9PM	2-3-2	11/24/2019	468
9PM	4-5-2	11/25/2019	449
9PM	9-8-4	11/26/2019	224
9PM	1-8-2	11/27/2019	523
9PM	7-6-9	11/28/2019	238
9PM	1-0-0	11/29/2019	1190
9PM	2-6-1	11/30/2019	336
9PM	0-3-1	12/1/2019	243
9PM	3-4-0	12/2/2019	261
9PM	4-2-0	12/3/2019	467
9PM	1-0-5	12/4/2019	850
9PM	2-4-3	12/5/2019	486
9PM	3-6-5	12/6/2019	470
9PM	0-4-0	12/7/2019	252
9PM	3-5-0	12/8/2019	652
9PM	6-3-6	12/9/2019	296
9PM	4-3-0	12/10/2019	463
9PM	8-9-1	12/11/2019	383
9PM	4-4-9	12/12/2019	373
9PM	8-6-0	12/13/2019	340
9PM	1-9-2	12/14/2019	462
9PM	8-0-8	12/15/2019	526
9PM	4-1-1	12/16/2019	667
9PM	3-0-3	12/17/2019	539
9PM	3-1-4	12/18/2019	550
9PM	2-0-5	12/19/2019	861
9PM	9-2-0	12/20/2019	927
9PM	2-7-1	12/21/2019	516
9PM	5-9-8	12/22/2019	187
9PM	2-0-4	12/23/2019	732
9PM	1-6-7	12/24/2019	126
9PM	8-1-8	12/26/2019	439
9PM	4-9-2	12/27/2019	373
9PM	8-3-1	12/28/2019	511
9PM	2-9-2	12/29/2019	727
9PM	1-8-2	12/30/2019	467
9PM	9-6-3	12/31/2019	159
